id,Rn,SD,CV,RnLog,uRnLog,rn_spring,rn_summer,rn_autumn,rn_winter,rn_sd_spring,rn_sd_summer,rn_sd_autumn,rn_sd_winter,Structure,YearOfConstruction,FloorInstalled,TypeOfRoom,SizeTatami,PuroposeOfUse,Location,Region,Pref,Area,lat,long,year,stru,type,purp,regi,pref,floo,tata
172,97.24311588,12.0222475,12.36308339,1.987858866,0.089948618,47.11751012,27.72499578,113.8646777,200.26528,3.781250176,2.454985988,8.94205737,21.85983854,木造,1972,2,和室,8,居間,京都府京都市,西日本,京都府,京都市,35.0115754,135.7681441,1960-1974,wooden,Japanese,Living Room,Western Japan,Kyoto,2,medium
173,79.00710696,8.727660703,11.046678,1.897666159,0.106213634,46.34201674,63.33549616,103.720222,102.630693,5.153189535,6.507861008,9.596533918,11.98695811,木造,,1,和室,8,居間,島根県安来市,西日本,島根県,安来市,35.431337,133.250942,,wooden,Japanese,Living Room,Western Japan,Shimane,1,medium
174,79.4163567,9.916237206,12.48639149,1.89990996,0.102601572,70.4046336,36.96116959,54.26262059,156.037003,7.15643454,3.852840669,5.001615231,17.38539473,木造,1972,1,和室,6,居間,島根県松江市,西日本,島根県,松江市,35.468115,133.048768,1960-1974,wooden,Japanese,Living Room,Western Japan,Shimane,1,medium
175,51.91381944,5.679959847,10.94113265,1.715282982,0.095528104,19.12358364,46.02721418,73.54374859,68.96073137,1.415993419,4.662040641,7.381850052,7.128562615,コンクリート,1976,1,和室,6,居間,島根県松江市,西日本,島根県,松江市,35.468115,133.048768,1975-1989,concrete,Japanese,Living Room,Western Japan,Shimane,1,medium
176,60.06113189,8.766025343,14.59517173,1.778593512,0.105601688,17.72891505,25.78681168,167.1289479,29.59985295,1.843369938,3.285402171,16.93482413,2.528369578,木造,1980,2,和室,6,寝室,島根県松江市,西日本,島根県,松江市,35.468115,133.048768,1975-1989,wooden,Japanese,Bedroom,Western Japan,Shimane,2,medium
177,64.84940901,6.771836287,10.44240247,1.811906023,0.097551366,101.2898516,24.12672473,74.58046767,59.40059205,10.33012064,2.553183383,5.753590234,6.090741206,木造,1987,1,洋室,16,居間,島根県松江市,西日本,島根県,松江市,35.468115,133.048768,1975-1989,wooden,Western,Living Room,Western Japan,Shimane,1,very large
178,108.8782697,12.01586749,11.03605662,2.03694121,0.103523082,89.46961756,145.3603744,55.88142064,144.8016663,7.654783367,14.53833563,6.317199374,16.36026793,木造,,1,和室,4.5,寝室,島根県八束郡島根町,西日本,島根県,八束郡島根町,,,,wooden,Japanese,Bedroom,Western Japan,Shimane,1,small
179,92.80985273,9.778132973,10.53566263,1.967594084,0.095922808,49.905523,61.0741289,121.3456017,138.9141574,4.228296436,6.056769671,13.191108,12.40480785,木造,1980,1,和室,10,食堂,島根県八束郡玉湯町,西日本,島根県,八束郡玉湯町,,,1975-1989,wooden,Japanese,Dining Room,Western Japan,Shimane,1,large
180,143.4867857,20.46206518,14.26059207,2.156811907,0.095497171,52.21518483,41.38866807,52.96063749,427.3826525,5.02638681,3.449664139,5.673470471,40.06783537,木造,1970,1,和室,6,寝室,島根県出雲市,西日本,島根県,出雲市,35.3668891,132.7548827,1960-1974,wooden,Japanese,Bedroom,Western Japan,Shimane,1,medium
181,117.8872602,13.65635538,11.58425038,2.071466874,0.093086147,64.92434325,29.41648978,336.884022,40.32418563,6.784288282,2.890975085,26.04652326,3.63021908,木造,1977,1,和室,8,居間,島根県簸川郡斐川町,西日本,島根県,簸川郡斐川町,,,1975-1989,wooden,Japanese,Living Room,Western Japan,Shimane,1,medium
182,217.38197,26.27208146,12.08567641,2.33722352,0.097111238,56.73301415,60.38853081,495.4921794,256.9141555,5.571953206,5.803938665,44.57369229,26.6334873,木造,1954,1,和室,8,客間,島根県飯石郡三刀屋町,西日本,島根県,飯石郡三刀屋町,,,1945-1959,wooden,Japanese,Guest Room,Western Japan,Shimane,1,medium
183,59.96731675,8.043632232,13.41336026,1.777914617,0.114783086,62.80484982,23.62697244,42.3956215,111.0418232,8.073517383,2.528834251,4.479347044,12.92899232,木造,1979,1,洋室,6,寝室,島根県飯石郡赤来町,西日本,島根県,飯石郡赤来町,35.0199783,132.7200025,1975-1989,wooden,Western,Bedroom,Western Japan,Shimane,1,medium
184,96.70998033,10.50389437,10.86123101,1.985471295,0.094105761,18.37718267,111.7310236,91.26647844,165.4652366,1.745085905,10.72303097,8.030943865,16.08733696,木造,,1,和室,6,居間,島根県邑智郡桜江町,西日本,島根県,邑智郡桜江町,,,,wooden,Japanese,Living Room,Western Japan,Shimane,1,medium
185,85.69714532,10.67756946,12.45965594,1.932966355,0.107317797,28.17011423,26.34437996,164.5771213,123.6969658,3.475159206,2.662786183,16.68758988,12.58567202,木造,1971,1,和室,6,居間,島根県江津市,西日本,島根県,江津市,35.0111168,132.2213266,1960-1974,wooden,Japanese,Living Room,Western Japan,Shimane,1,medium
186,65.18697908,12.43785254,19.08027142,1.814160855,0.11167217,25.15854522,33.0345339,193.9808136,8.574023659,2.623148856,3.726321693,24.43908117,0.87500384,木造,1990,1,洋室,20,食堂,島根県浜田市,西日本,島根県,浜田市,34.8991982,132.0799984,1990+,wooden,Western,Dining Room,Western Japan,Shimane,1,very large
187,49.80769662,5.511126338,11.06480868,1.697296458,0.102837154,71.40098554,24.79665803,45.14560151,57.8875414,8.045704996,2.442896006,4.966909793,5.11065078,木造,1971,1,和室,8,居間,島根県浜田市,西日本,島根県,浜田市,34.8991982,132.0799984,1960-1974,wooden,Japanese,Living Room,Western Japan,Shimane,1,medium
188,33.63600228,3.589088557,10.67037791,1.526804373,0.107520578,34.17396978,29.59101548,30.73593985,40.04308401,3.14955797,3.273732421,3.78947237,4.065597923,木造,1982,1,洋室,12,居間,島根県那賀郡三隅町,西日本,島根県,那賀郡三隅町,,,1975-1989,wooden,Western,Living Room,Western Japan,Shimane,1,large
189,60.90787919,7.257188827,11.91502466,1.784673478,0.109775375,45.87898429,83.79209455,28.6535329,85.30690501,5.181693942,11.30248713,2.97238495,6.872839219,木造,,1,和室,4.5,,島根県益田市,西日本,島根県,益田市,34.6748584,131.8428933,,wooden,Japanese,,Western Japan,Shimane,1,small
190,76.06844644,10.09662511,13.27307916,1.881204547,0.088345626,222.5017543,19.88051872,44.50915165,17.38236115,19.62802232,1.803398708,4.159181435,1.398948644,木造,1979,1,洋室,21,食堂,島根県益田市,西日本,島根県,益田市,34.6748584,131.8428933,1975-1989,wooden,Western,Dining Room,Western Japan,Shimane,1,very large
191,41.65410583,4.805397957,11.53643287,1.619657816,0.108308,85.7856045,28.8261421,31.89645479,20.10822192,8.103842279,3.254843543,3.126953616,2.514615875,木造,1963,1,和室,4.5,居間,島根県隠岐郡西郷町,西日本,島根県,隠岐郡西郷町,,,1960-1974,wooden,Japanese,Living Room,Western Japan,Shimane,1,small
192,46.1778323,5.734148818,12.41753571,1.664433542,0.109165146,106.8999843,19.05673122,27.76801921,30.98659446,10.17787743,2.075995165,2.889776103,3.907953393,コンクリート,1971,1,和室,8,寝室,岡山県岡山市,西日本,岡山県,岡山市,34.6553944,133.9194595,1960-1974,concrete,Japanese,Bedroom,Western Japan,Okayama,1,medium
193,50.56890021,5.494076645,10.86453655,1.703883509,0.099245217,44.65049074,12.89651565,95.07748658,49.65110787,3.928001856,1.617404255,9.33823578,3.935945903,木造,1978,1,和室,6,居間,岡山県岡山市,西日本,岡山県,岡山市,34.6553944,133.9194595,1975-1989,wooden,Japanese,Living Room,Western Japan,Okayama,1,medium
194,62.00575904,7.416918567,11.96166079,1.792432028,0.102452317,94.52761864,102.7146274,12.21280825,38.56798189,7.78409303,11.91290068,1.285351995,3.985133307,木造,1990,1,洋室,14,居間,岡山県岡山市,西日本,岡山県,岡山市,34.6553944,133.9194595,1990+,wooden,Western,Living Room,Western Japan,Okayama,1,large
195,75.62162994,11.94136547,15.79093901,1.878646034,0.106061601,195.9144083,38.38088062,28.30780293,39.88342785,23.04970774,3.87705449,3.06618045,3.829203019,木造,1973,1,洋室,6,居間,岡山県岡山市,西日本,岡山県,岡山市,34.6553944,133.9194595,1960-1974,wooden,Western,Living Room,Western Japan,Okayama,1,medium
196,88.89724284,9.462132161,10.64389835,1.948888291,0.098366467,58.40908052,16.76217608,178.4307511,101.9869636,6.609640761,1.743620926,15.15154466,9.046043871,木造,1983,1,和室,8,寝室,岡山県倉敷市,西日本,岡山県,倉敷市,34.5850791,133.7719957,1975-1989,wooden,Japanese,Bedroom,Western Japan,Okayama,1,medium
197,69.82605208,10.01872114,14.34811341,1.844017488,0.084136234,22.23320419,199.9443174,8.459562487,48.6671242,1.361519184,19.48519122,0.699769586,4.413955653,木造,1949,1,和室,6,居間,岡山県岡山市,西日本,岡山県,岡山市,34.6553944,133.9194595,1945-1959,wooden,Japanese,Living Room,Western Japan,Okayama,1,medium
198,102.3578205,12.2830518,12.00011074,2.01012103,0.101421491,68.90513236,12.07629757,175.1886775,153.2611744,5.988189018,1.321755713,15.74986864,17.82777716,木造,1969,2,和室,6,居間,岡山県倉敷市,西日本,岡山県,倉敷市,34.5850791,133.7719957,1960-1974,wooden,Japanese,Living Room,Western Japan,Okayama,2,medium
199,88.62391193,9.778085846,11.03323655,1.947550916,0.09224463,44.28035929,111.1809888,169.4095035,29.62479618,3.849368542,11.28202824,15.27329863,2.658646447,木造,1973,1,和室,7,居間,岡山県岡山市,西日本,岡山県,岡山市,34.6553944,133.9194595,1960-1974,wooden,Japanese,Living Room,Western Japan,Okayama,1,medium
200,75.83062484,7.768862873,10.24502025,1.879844635,0.094443053,42.51019237,69.73083973,128.5211184,62.56034888,3.36714179,5.939208376,11.90352622,7.288013779,木造,1989,1,洋室,10,食堂,岡山県岡山市,西日本,岡山県,岡山市,34.6553944,133.9194595,1975-1989,wooden,Western,Dining Room,Western Japan,Okayama,1,large
201,114.1832566,15.04947438,13.18010611,2.057602425,0.096386742,6.115411567,83.7800753,248.7449453,118.0925941,0.533058205,8.878935284,27.15448984,9.458369575,木造,1933,1,洋室,15,居間,岡山県浅口郡寄島町,西日本,岡山県,浅口郡寄島町,,,pre-1945,wooden,Western,Living Room,Western Japan,Okayama,1,very large
202,59.22806796,7.031454942,11.87182899,1.772527566,0.102057287,15.65645162,21.49914154,88.26823441,111.4884443,1.671143112,2.391580222,7.465313684,11.55517853,木造,,1,和室,6.5,寝室,岡山県岡山市,西日本,岡山県,岡山市,34.6553944,133.9194595,,wooden,Japanese,Bedroom,Western Japan,Okayama,1,medium
203,18.54511392,1.706195868,9.20024474,1.268229505,0.0888064,25.15424849,17.90638055,15.48572834,15.63409829,2.372897525,1.457541235,1.179452547,1.58058215,木造,1980,1,洋室,9,食堂,岡山県岡山市,西日本,岡山県,岡山市,34.6553944,133.9194595,1975-1989,wooden,Western,Dining Room,Western Japan,Okayama,1,medium
204,45.63494457,5.825849623,12.76620291,1.659297527,0.105817822,14.69780681,43.39563843,45.64794138,78.79839165,1.423487963,4.208116616,4.791307355,9.647326351,木造,1991,1,洋室,18,居間,岡山県総社市,西日本,岡山県,総社市,34.6728162,133.7466763,1990+,wooden,Western,Living Room,Western Japan,Okayama,1,very large
205,74.47350067,8.065730454,10.83033613,1.872001769,0.106451585,73.53635745,81.57000652,97.63097375,45.15666496,7.099408598,8.885141457,10.19156348,5.196991794,木造,1972,1,和室,4.5,寝室,岡山県岡山市,西日本,岡山県,岡山市,34.6553944,133.9194595,1960-1974,wooden,Japanese,Bedroom,Western Japan,Okayama,1,small
206,34.5962174,4.965393825,14.35241827,1.539028617,0.117149558,60.67516248,7.746543564,27.28190193,42.6812616,7.920577358,0.92438984,2.349429404,5.432373568,木造,1988,1,洋室,13,居間,岡山県岡山市,西日本,岡山県,岡山市,34.6553944,133.9194595,1975-1989,wooden,Western,Living Room,Western Japan,Okayama,1,large
207,62.6003414,8.400869776,13.41984658,1.796576702,0.098626219,16.65462771,8.37842545,92.13590447,133.232408,1.598750355,0.799372715,8.899005648,14.13899399,木造,1979,1,洋室,8,居間,岡山県都窪郡山手村,西日本,岡山県,都窪郡山手村,,,1975-1989,wooden,Western,Living Room,Western Japan,Okayama,1,medium
208,179.6380693,25.9986985,14.47282227,2.254398379,0.10159731,36.70072503,102.6121766,105.0102851,474.2290903,3.596057134,10.00399438,11.11939795,49.66967639,木造,1961,1,和室,8,居間,岡山県岡山市,西日本,岡山県,岡山市,34.6553944,133.9194595,1960-1974,wooden,Japanese,Living Room,Western Japan,Okayama,1,medium
209,85.22078446,9.238324343,10.84045917,1.930545528,0.098261387,155.3904234,19.90515841,88.42495053,77.16260549,14.36907632,2.110046206,8.766338746,7.322240252,木造,1990,2,洋室,13,寝室,岡山県苫田郡上斎原村,西日本,岡山県,苫田郡上斎原村,35.2792791,133.925599,1990+,wooden,Western,Bedroom,Western Japan,Okayama,2,large
210,55.58711693,5.709569416,10.27138972,1.74497415,0.100917659,40.50601306,30.04685613,68.68947242,83.1061261,4.441277764,3.34437499,5.349885992,8.418174343,木造,1953,1,和室,8,居間,岡山県苫田郡上斎原村,西日本,岡山県,苫田郡上斎原村,35.2792791,133.925599,1945-1959,wooden,Japanese,Living Room,Western Japan,Okayama,1,medium
211,50.9106134,4.992075623,9.805569585,1.70680833,0.084305644,32.55902021,28.92944481,114.1363686,28.01761997,2.394068933,2.912456117,8.954571159,2.298905126,木造,1960,1,和室,6,居間,愛媛県松山市,西日本,愛媛県,松山市,33.8395188,132.7653521,1960-1974,wooden,Japanese,Living Room,Western Japan,Ehime,1,medium
212,329.8685769,46.30401414,14.03710974,2.518340947,0.097024884,27.56108446,21.11771519,1183.023787,87.77172148,2.610485193,2.292714585,92.09063676,9.137305393,木造,1986,1,和室,8,居間,愛媛県松山市,西日本,愛媛県,松山市,33.8395188,132.7653521,1975-1989,wooden,Japanese,Living Room,Western Japan,Ehime,1,medium
213,117.2250133,18.23879385,15.55879018,2.069020291,0.106532686,50.11819932,33.40117034,348.9775043,36.40317901,4.494221503,4.221890648,35.75149157,3.79774492,木造,1975,1,洋室,6,居間,愛媛県松山市,西日本,愛媛県,松山市,33.8395188,132.7653521,1975-1989,wooden,Western,Living Room,Western Japan,Ehime,1,medium
214,58.28999838,6.025959277,10.33789577,1.765594043,0.099747339,16.40426451,99.28140205,47.5255711,69.94875586,1.698208609,8.47666083,5.564501782,6.288669927,木造,1955,1,和室,8,寝室,愛媛県伊予郡松前町,西日本,愛媛県,伊予郡松前町,33.794437,132.708756,1945-1959,wooden,Japanese,Bedroom,Western Japan,Ehime,1,medium
215,92.14492211,12.84320956,13.9380546,1.964471407,0.097671644,28.32821387,37.52107517,49.64214703,253.0882524,2.699737327,4.058070276,4.369489254,24.83834082,木造,1977,1,和室,6,居間,愛媛県松山市,西日本,愛媛県,松山市,33.8395188,132.7653521,1975-1989,wooden,Japanese,Living Room,Western Japan,Ehime,1,medium
216,24.71805932,3.096415863,12.52693759,1.39301437,0.117404405,33.36033724,17.95167963,18.45768622,29.10253417,4.392284209,2.049490157,2.028929126,3.277505289,木造,1984,1,和室,6,居間,愛媛県松山市,西日本,愛媛県,松山市,33.8395188,132.7653521,1975-1989,wooden,Japanese,Living Room,Western Japan,Ehime,1,medium
217,100.9986306,9.544446726,9.450075383,2.004315485,0.090304197,96.16511303,55.29896959,118.7809878,133.7494519,7.733153466,5.144087246,11.41722207,12.15605188,木造,1989,1,和室,10,寝室,愛媛県伊予市,西日本,愛媛県,伊予市,33.7578962,132.7039458,1975-1989,wooden,Japanese,Bedroom,Western Japan,Ehime,1,large
218,65.37935994,7.834726621,11.98348627,1.815440665,0.092505613,143.8976136,47.4892665,58.06459805,12.06596156,13.98083354,4.029884132,5.716516451,1.072162339,木造,1983,1,洋室,6,寝室,愛媛県松山市,西日本,愛媛県,松山市,33.8395188,132.7653521,1975-1989,wooden,Western,Bedroom,Western Japan,Ehime,1,medium
219,86.13684556,9.355438397,10.86113421,1.935188963,0.092253853,192.4628269,19.73780384,38.65323597,93.69351554,16.83775894,2.10202657,3.787136359,6.915624825,木造,1990,1,洋室,8,食堂,愛媛県伊予市,西日本,愛媛県,伊予市,33.7578962,132.7039458,1990+,wooden,Western,Dining Room,Western Japan,Ehime,1,medium
220,49.4015155,5.413253393,10.95766666,1.693740272,0.098087095,23.59029389,40.46853665,86.3882371,47.15899436,2.054674288,4.399936399,8.540617158,4.54862408,木造,1968,1,和室,6,居間,愛媛県伊予郡松前町,西日本,愛媛県,伊予郡松前町,33.794437,132.708756,1960-1974,wooden,Japanese,Living Room,Western Japan,Ehime,1,medium
221,54.72813692,7.842962602,14.33076849,1.738210664,0.111003927,22.40071503,42.38781132,22.91321175,131.2108096,2.260375109,3.918894218,3.074473282,14.70132089,鉄骨・プレハブ,1982,1,洋室,12,食堂,愛媛県松山市,西日本,愛媛県,松山市,33.8395188,132.7653521,1975-1989,steel frame,Western,Dining Room,Western Japan,Ehime,1,large
222,160.7936838,18.25660779,11.3540578,2.206268985,0.091696232,326.1643845,34.09565221,211.9508472,70.96385117,29.37581928,2.95188062,20.43527089,6.630404129,木造,1993,1,洋室,18,食堂,愛媛県北条市,西日本,愛媛県,北条市,33.968379,132.777843,1990+,wooden,Western,Dining Room,Western Japan,Ehime,1,very large
223,142.9024142,23.30868268,16.31090896,2.155039566,0.1173881,28.27878194,66.90911563,120.4608447,355.9609146,2.943728965,8.226549911,14.37989357,43.47477143,木造,1971,1,洋室,6,食堂,愛媛県松山市,西日本,愛媛県,松山市,33.8395188,132.7653521,1960-1974,wooden,Western,Dining Room,Western Japan,Ehime,1,medium
224,84.3615503,9.371559603,11.10880439,1.926144552,0.104900286,23.30594579,113.1831656,148.1775159,52.77957389,2.677593874,9.806933626,14.478339,6.191668691,軽量鉄骨,1987,2,洋室,10,寝室,愛媛県松山市,西日本,愛媛県,松山市,33.8395188,132.7653521,1975-1989,steel frame,Western,Bedroom,Western Japan,Ehime,2,large
225,30.45123869,3.53927448,11.6227603,1.483604963,0.103809354,50.29578027,10.81914166,18.80969723,41.8803356,5.287179501,1.042057287,2.184576188,4.036499943,プレハブ,1983,1,洋室,8,居間,愛媛県温泉郡重信町,西日本,愛媛県,温泉郡重信町,,,1975-1989,prefabricated,Western,Living Room,Western Japan,Ehime,1,medium
226,182.3376647,27.5764695,15.12384704,2.260876388,0.111325825,461.4888191,37.01263901,193.8007432,37.04845734,48.1461027,3.692852809,26.38489172,3.741630963,鉄骨,1991,3,洋室,13,寝室,愛媛県松山市,西日本,愛媛県,松山市,33.8395188,132.7653521,1990+,steel frame,Western,Bedroom,Western Japan,Ehime,3,large
227,89.29232246,10.67456944,11.95463299,1.950814119,0.108811102,54.17987128,16.65904547,109.3186842,177.0116889,7.743924119,1.546551735,10.54493776,16.79969748,コンクリート,1990,8,洋室,8,居間,愛媛県松山市,西日本,愛媛県,松山市,33.8395188,132.7653521,1990+,concrete,Western,Living Room,Western Japan,Ehime,4+,medium
228,50.4617504,7.140134681,14.14959772,1.702962311,0.100545298,127.5701698,8.612168162,34.33550165,31.32916203,13.4783004,0.817805328,3.195391628,3.373748392,コンクリート,1989,6,洋室,15,居間,愛媛県松山市,西日本,愛媛県,松山市,33.8395188,132.7653521,1975-1989,concrete,Western,Living Room,Western Japan,Ehime,4+,very large
229,96.28953872,13.63410812,14.15949054,1.983579106,0.103033293,50.39265292,17.54496962,33.9421265,283.2784058,5.677213261,1.80818826,3.474185523,26.38153439,木造,1978,1,和室,6,居間,愛媛県北条市,西日本,愛媛県,北条市,33.968379,132.777843,1975-1989,wooden,Japanese,Living Room,Western Japan,Ehime,1,medium
230,49.98464421,5.200208275,10.40361166,1.698836605,0.10120416,68.73714773,20.30717668,60.55050075,50.34375166,6.223446005,2.239482963,6.282858579,4.994776108,木造,1981,1,和室,10,居間,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,1975-1989,wooden,Japanese,Living Room,Western Japan,Saga,1,large
231,60.94657885,5.983913346,9.818292443,1.784949332,0.093093695,29.86307506,76.11265909,42.77569123,95.03489003,2.985814989,7.513523976,3.803142329,7.962213917,木造,1978,2,和室,8,居間,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,1975-1989,wooden,Japanese,Living Room,Western Japan,Saga,2,medium
232,54.9086646,5.720570793,10.41833895,1.739640882,0.097505338,63.32031779,60.51822254,77.91411918,17.8819989,6.259274845,6.683309436,6.652018988,1.674878375,木造,,2,和室,6,寝室,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,,wooden,Japanese,Bedroom,Western Japan,Saga,2,medium
233,87.08488801,9.259047692,10.63220945,1.939942798,0.097559405,53.46337416,17.20014557,225.5710526,52.10497969,6.027768684,1.469481697,16.42522364,5.885449269,木造,1988,2,和室,8,寝室,佐賀県鹿島市,西日本,佐賀県,鹿島市,33.1039529,130.0985169,1975-1989,wooden,Japanese,Bedroom,Western Japan,Saga,2,medium
234,60.44498197,7.627414727,12.61877244,1.781360252,0.096293262,11.55231553,41.48577212,77.39484821,111.346992,0.903249827,3.197060993,9.107830871,11.7779531,木造,1986,2,洋室,3,書斎,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,1975-1989,wooden,Western,Study Room,Western Japan,Saga,2,small
235,78.54211877,9.921061368,12.63151736,1.895102613,0.10256628,198.717663,65.9868509,22.34151099,27.12245017,17.59936965,8.564133058,2.138133079,2.460901185,木造,1968,1,洋室,6,居間,佐賀県佐賀郡諸富町,西日本,佐賀県,佐賀郡諸富町,,,1960-1974,wooden,Western,Living Room,Western Japan,Saga,1,medium
236,65.59126873,6.200521794,9.453273147,1.816846032,0.099160326,37.84208507,87.50616349,57.15203828,79.86478807,4.567159934,6.606936523,5.824741969,7.439603685,木造,1972,1,和室,8,居間,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,1960-1974,wooden,Japanese,Living Room,Western Japan,Saga,1,medium
237,117.8380229,15.94129172,13.52813916,2.071285447,0.103022442,211.9869618,191.5665734,31.84289436,35.95566191,23.35541819,21.20892993,2.79075285,3.662861836,木造,1979,1,和室,6,居間,佐賀県唐津市,西日本,佐賀県,唐津市,33.4503405,129.9679345,1975-1989,wooden,Japanese,Living Room,Western Japan,Saga,1,medium
238,81.03115848,10.37425338,12.80279534,1.908652048,0.110774275,33.37321877,56.63746213,129.8434064,104.2705467,3.611116096,5.565685689,15.48161822,12.11622934,木造,1975,1,和室,10.5,居間,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,1975-1989,wooden,Japanese,Living Room,Western Japan,Saga,1,large
239,127.2421541,15.7194402,12.35395637,2.104631013,0.104211489,103.0655626,45.80302412,131.7758337,228.324196,8.260406231,4.628145805,15.78281199,25.48827185,木造,1986,1,和室,6,寝室,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,1975-1989,wooden,Japanese,Bedroom,Western Japan,Saga,1,medium
240,142.056877,14.67294003,10.32891919,2.152462263,0.105393112,156.3968241,96.8302959,150.7044324,164.2959555,15.80815224,11.71324305,16.99990567,13.60463686,木造,1981,1,和室,6,寝室,佐賀県小城郡小城町,西日本,佐賀県,小城郡小城町,,,1975-1989,wooden,Japanese,Bedroom,Western Japan,Saga,1,medium
241,31.65745385,3.203815482,10.12025634,1.500475982,0.101774593,28.62941916,27.7300704,31.41678604,38.8535398,2.892136791,3.118380493,3.097879796,3.656791382,木造,1978,1,洋室,9,居間,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,1975-1989,wooden,Western,Living Room,Western Japan,Saga,1,medium
242,144.4679392,23.53012409,16.28743666,2.159771478,0.102961405,27.33703307,89.80212254,421.6005527,39.13204845,2.429705694,9.443719589,45.84521839,4.218483048,軽量鉄骨,1979,1,和室,8,寝室,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,1975-1989,steel frame,Japanese,Bedroom,Western Japan,Saga,1,medium
243,99.38386351,11.46493071,11.53600827,1.997315876,0.102895906,62.17950259,41.07282645,137.7720471,156.5110779,6.947419108,3.851279736,13.57565285,16.68475971,鉄骨,1990,2,洋室,10,寝室,佐賀県鳥栖市,西日本,佐賀県,鳥栖市,33.3778536,130.5061966,1990+,steel frame,Western,Bedroom,Western Japan,Saga,2,large
244,104.0555598,11.55775369,11.10729087,2.01726529,0.102249278,211.93633,51.79753421,93.09032101,59.39805397,19.91349676,5.92651628,7.397790592,6.923035996,コンクリート,1983,6,和室,4.5,居間,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,1975-1989,concrete,Japanese,Living Room,Western Japan,Saga,4+,small
245,142.7499519,18.28167829,12.8067842,2.154575971,0.105946853,16.25211151,161.2992385,263.6559092,129.7925484,1.528013037,14.44049378,29.37050175,16.22929407,コンクリート,1980,3,和室,6,居間,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,1975-1989,concrete,Japanese,Living Room,Western Japan,Saga,3,medium
246,111.5964924,11.8273214,10.59829135,2.047650544,0.096047127,103.2852403,53.51357755,191.4635415,98.12361025,11.72602406,4.434670879,17.94006226,8.973870175,コンクリート,,1,洋室,6,居間,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,,concrete,Western,Living Room,Western Japan,Saga,1,medium
247,68.95024753,6.906909591,10.01723683,1.83853583,0.097672735,34.17200148,62.0468817,119.0935668,60.48854009,3.594016959,6.493888063,10.16449765,5.693597096,ブロック,1972,1,洋室,8,食堂,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,1960-1974,concrete block,Western,Dining Room,Western Japan,Saga,1,medium
248,38.25240842,4.388794713,11.47325069,1.582658784,0.098480865,11.66125412,73.1230269,42.26773657,25.95761608,0.951590218,6.890314378,4.567576458,2.793092416,コンクリート,,2,和室,6,寝室,佐賀県佐賀市,西日本,佐賀県,佐賀市,33.2639134,130.3008378,,concrete,Japanese,Bedroom,Western Japan,Saga,2,medium
249,73.12379327,8.287417735,11.33340786,1.864058712,0.098626631,85.36656897,68.21729675,123.3096815,15.60162587,9.386504732,5.961868623,12.19786303,1.512269756,軽量鉄骨プレハブ,1984,1,洋室,16,居間,鹿児島県鹿児島市,西日本,鹿児島県,鹿児島市,31.596793,130.5571949,1975-1989,steel frame,Western,Living Room,Western Japan,Kagoshima,1,very large
250,51.43907989,5.633803861,10.95238071,1.711293192,0.098422498,21.42892125,83.61925617,84.43446452,16.27367761,2.295676827,6.983077887,8.375933905,1.664093189,軽量鉄骨プレハブ,1983,1,洋室,6,居間,鹿児島県日置郡伊集院町,西日本,鹿児島県,日置郡伊集院町,,,1975-1989,steel frame,Western,Living Room,Western Japan,Kagoshima,1,medium
251,41.10431917,6.33020429,15.4003385,1.613887459,0.10108582,35.8307624,7.406640942,18.73819007,102.4416833,3.647164673,0.69733363,1.671237863,11.98769473,量産住宅,1975,1,和室,10,居間,鹿児島県姶良郡姶良町,西日本,鹿児島県,姶良郡姶良町,31.9398541,130.7787168,1975-1989,prefabricated,Japanese,Living Room,Western Japan,Kagoshima,1,large
252,140.4520327,14.94124838,10.63797233,2.147528029,0.097095504,151.6785007,16.09139947,185.2966684,208.7415622,16.5558512,1.594383061,17.23454473,17.86885038,鉄骨・プレハブ,1992,1,洋室,12,食堂,鹿児島県鹿児島市,西日本,鹿児島県,鹿児島市,31.596793,130.5571949,1990+,steel frame,Western,Dining Room,Western Japan,Kagoshima,1,large
253,111.2926282,12.2834431,11.03706804,2.046466399,0.104550915,45.19478991,149.3739487,107.2001017,143.4016725,4.364277627,12.46338023,13.07994942,16.06437222,木造,1980,1,和室,6,居間,鹿児島県日置郡伊集院町,西日本,鹿児島県,日置郡伊集院町,,,1975-1989,wooden,Japanese,Living Room,Western Japan,Kagoshima,1,medium
